hal_title,year,hal_id,booktitle,core_title,Acronym,Source,Rank,Primary FoR,distance,method
Affine Multibanking for High-Level Synthesis,2022,hal-03862220,IMPACT'22 - 12th International Workshop on Polyhedral Compilation Techniques,International Workshop on Mobile Commerce and Services,WMCS,CORE2018,C, 806,38,score
Experimental study of time series forecasting methods for groundwater level prediction,2022,hal-03790275,ECML/PKDD 2022 - ECML/PKDD Workshop on Advanced Analytics and Learning on Temporal Data,European Conference on Machine Learning (Joined with PKDD from 2008),ECML,CORE2014,A, 801,,token
Donn\'ees ouvertes : comment permettre leur r\'eutilisation?,2021,inserm-03174616,REMI 2021 - Rencontres du R\'eseau d'Entraide Multicentrique en IRM,European Conference on Universal Multiservice Networks,ECUMN,CORE2018,C, 805,45,score
Donn\'ees ouvertes : comment permettre leur r\'eutilisation?,2021,inserm-03174616,REMI 2021 - Rencontres du R\'eseau d'Entraide Multicentrique en IRM,Methods Effectives en Geometrie Algebrique,MEGA,ERA2010,B, 802,45,score
Computation of Koszul homology and application to involutivity of partial differential systems,2022,hal-03908688,SSSC 2022 - 8th IFAC Symposium on System Structure and Control,IFAC Conference on System Structure and Control,SSSC,CORE2021,C,4612,,token
Computation of Koszul homology and application to involutivity of partial differential systems,2022,hal-03908688,SSSC 2022 - 8th IFAC Symposium on System Structure and Control,International Federation of Automatic Control World Congress,IFAC,CORE2018,C,,,token
Atelier r\'eflexif autour des jeux s\'erieux : compte-rendu d'atelier,2022,hal-03909932,"Conf\'erence Archipel 2022 : Risques syst\'emiques, trajectoires et leviers d'action transdisciplinaires",,,,,,,
Adaptive Energy Saving Technique with Saturation Avoidance for Outdoor VLC,2022,hal-03610904,VTC 2022 - IEEE 95th Vehicular Technology Conference,IEEE Vehicular Technology Conference,VTC,CORE2021,B,4606,,token
Higher-order Clustering and Pooling for Graph Neural Networks,2022,hal-03910823,31st ACM International Conference on Information \& Knowledge Management (CIKM),ACM International Conference on Information and Knowledge Management,CIKM,CORE2021,A,4605,,token
On Generalized Homogeneous Leader-Following Consensus,2022,hal-03811929,IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,0,score
On the Impossibility of non-Trivial Accuracy in Presence of  Fairness Constraints,2022,hal-03452324,Proceedings of the AAAI 36th Conference on Artificial Intelligence,National Conference of the American Association for Artificial Intelligence,AAAI,CORE2021,A,4602,,token
From competition to collaboration: Ensembling similarity-based heuristics for supervised link prediction in biological graphs,2021,hal-03836852,International Conference on Bangabandhu and Digital Bangladesh 2021,International Conference on Management of Digital EcoSystems,MEDES,CORE2021,Unranked,4606,25,score
From competition to collaboration: Ensembling similarity-based heuristics for supervised link prediction in biological graphs,2021,hal-03836852,International Conference on Bangabandhu and Digital Bangladesh 2021,International Conference on Semantic and Digital Media Technologies,SAMT,CORE2018,C, 806,25,score
Traitement automatique des r\'esum\'es de passages aux urgences : focus sur la d\'esidentification,2021,hal-03276124,PFIA 2021 - Sant\'e et I.A.,AIChE Annual Meeting,,ERA2010,C,   9,19,score
Work-in-Progress: Evaluating Task Dropping Strategies for Overloaded Real-Time Systems,2021,hal-03357422,RTSS 2021 - 42nd IEEE Real-Time Systems Symposium,Real Time Systems Symposium,RTSS,CORE2021,A,4606,,token
Marcelle: Composing Interactive Machine Learning Workflows and Interfaces,2021,hal-03335115,Annual ACM Symposium on User Interface Software and Technology (UIST '21),ACM Symposium on User Interface Software and Technology,UIST,CORE2021,A,4608,,token
Electromagnetic neural source imaging under sparsity constraints with SURE-based hyperparameter tuning,2021,hal-03418092,Medical imaging meets NeurIPS 2021,3-D Digital Imaging and Modelling,3DIM,CORE2018,C, 801,22,score
Electromagnetic neural source imaging under sparsity constraints with SURE-based hyperparameter tuning,2021,hal-03418092,Medical imaging meets NeurIPS 2021,Medicine Meets Virtual Reality,MMVR,CORE2018,B, 801,22,score
A new model for electric vehicle mobility and energy consumption in urban traffic networks,2022,hal-03808618,MFTS 2022- 4th Symposium on Management of Future Motorway and Urban Traffic Systems,Symposium on Information Technology and Information Systems,ITIS,CORE2018,C, 806,45,score
An active hybrid RANS/LES approach for grey area mitigation,2022,hal-03832703,DLES13 - Direct and Large Eddy Simulation,Modelling and Simulation,,ERA2010,A, 905,23,score
An active hybrid RANS/LES approach for grey area mitigation,2022,hal-03832703,DLES13 - Direct and Large Eddy Simulation,World Congress on Systems Simulation,WCSS,CORE2018,B,,23,score
High-Assurance Cryptography in the Spectre Era,2021,hal-03352062,S\&P 2021 - IEEE Symposium of Security and Privacy,IEEE Symposium on Security and Privacy,SP,CORE2021,A,4604,12,score
"A scaled, inexact and adaptive Fast Iterative Soft-Thresholding Algorithm for convex image restoration",2021,hal-03195613,Computational Science and Its Applications -- ICCSA 2021: 21st International Conference,International Conference on Communication Systems and Applications,ICCSA,CORE2021,C,4606,,token
"A scaled, inexact and adaptive Fast Iterative Soft-Thresholding Algorithm for convex image restoration",2021,hal-03195613,Computational Science and Its Applications -- ICCSA 2021: 21st International Conference,International Conference on Computational Science and its Applications,ICCSA,CORE2021,C,  46,,token
Understanding microarchitectural effects on the performance of parallel applications,2021,hal-03195799,HPCS 2020 - 18th International Conference on High Performance Computing \& Simulation,IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2021,B,4606,18,score
Under the dome: preventing hardware timing information leakage,2021,hal-03351957,CARDIS 2021 - 20th Smart Card Research and Advanced Application Conference,Smart Card Research and Advanced Application Conference,CARDIS,CORE2021,B,4604,,token
Interpretable Prediction of Post-Infarct Ventricular Arrhythmia using Graph Convolutional Network,2022,hal-03829609,STACOM 2022 - 13th Workhop on Statistical Atlases and Computational Modelling of the Heart,Australian Conference on Artificial Life and Computational Intelligence,ACALCI,CORE2020,Australasian B,4602,48,score
Rate-Distortion Theoretic Generalization Bounds for Stochastic Learning Algorithms,2022,hal-03759597,COLT 2022 - 35th Annual Conference on Learning Theory,Conference on Learning Theory,COLT,CORE2021,A,4611,,token
Plane-to-Plane Positioning by Proximity-based Control,2022,hal-03752892,IROS 2022 - IEEE/RSJ International Conference on Intelligent Robots and Systems,IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,CORE2021,A,4602,,token
The role of storage target allocation in applications' I/O performance with BeeGFS,2022,hal-03753813,CLUSTER 2022 - IEEE International Conference on Cluster Computing,IEEE International Conference on Cluster Computing,CLUSTER,CORE2021,A,4606,,token
Refinement-based Construction of Correct Distributed Algorithms,2021,hal-03199808,ICI2ST 2021 - 2nd International Conference on Information Systems and Software Technologies,International Conference on Web Information Systems and Technologies,WEBIST,CORE2021,C,  46,30,score
Inferring characteristics of bacterial swimming in biofilm matrix from time-lapse confocal laser scanning microscopy,2022,hal-03753533,Image-based Systems Biology - IbSB,Real Time Systems Symposium,RTSS,CORE2021,A,4606,19,score
Space-time modelling and simulation of extreme rainfall,2021,hal-03888209,MASCOT-NUM 2020 meeting,AIChE Annual Meeting,,ERA2010,C,   9,12,score
Validation Diagnostics for SBI algorithms based on Normalizing Flows,2022,hal-03856444,NeurIPS 2022 - the 36th conference on Neural Information Processing Systems - Machine Learning and the Physical Sciences workshop,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
One-Shot Fiat-Shamir-based NIZK Arguments of Composite Residuosity and Logarithmic-Size Ring Signatures in the Standard Model,2022,hal-03726185,Eurocrypt 2022,International Conference on the Theory and Application of Cryptographic Techniques,EuroCrypt,CORE2021,A,4604,,token
Automated and Reproducible Application Traces Generation for IoT Applications,2021,hal-03390693,Q2SWinet 2021 - 17th ACM Symposium on QoS and Security for Wireless and Mobile Networks,International Symposium on Algorithms and Experiments for  Wireless Networks,Algosensors,CORE2021,C,4606,46,score
Automated and Reproducible Application Traces Generation for IoT Applications,2021,hal-03390693,Q2SWinet 2021 - 17th ACM Symposium on QoS and Security for Wireless and Mobile Networks,International Workshop on Wireless and Mobile Networks,WiMoNe,ERA2010,C,1005,46,score
LECTAUREP : Lecture Automatique des R\'epertoires de Notaires Parisiens,2021,hal-03479303,Fantastic Futures 2021 / Futures Fantastiques 2021,Far East Workshop on Future DB Systems,FEWFDB,ERA2010,C, 804,31,score
CASSIE: Curve and Surface Sketching in Immersive Environments,2021,hal-03149000,CHI 2021 - ACM Conference on Human Factors in Computing Systems,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,,token
LINT: Accuracy-adaptive and Lightweight In-band Network Telemetry,2021,hal-03525026,IM 2021 - 17th IFIP/IEEE International Symposium on Integrated Network Management,IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,CORE2021,B,4606,,token
AVATAR: Unconstrained Audiovisual Speech Recognition,2022,hal-03717330,INTERSPEECH 2022 - Conference of the International Speech Communication Association,Annual Conference of the International Speech Communication Association (was Eurospeech),Interspeech,CORE2014,A, 801,,token
AVATAR: Unconstrained Audiovisual Speech Recognition,2022,hal-03717330,INTERSPEECH 2022 - Conference of the International Speech Communication Association,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,CORE2021,A,4602,,token
Piecewise-Smooth Surface Fitting onto Unstructured 3D Sketches,2022,hal-03691151,Siggraph 2022 - ACM conference on computer graphics and interactive techniques,ACM SIG International Conference on Computer Graphics and Interactive Techniques,SIGGRAPH,CORE2021,A,4607,,token
Over-MAP: Structural Attention Mechanism and Automated Semantic Segmentation Ensembled for Uncertainty Prediction,2021,hal-03541009,AAAI 2021 - 35th AAAI Conference on Artificial Intelligence,National Conference of the American Association for Artificial Intelligence,AAAI,CORE2021,A,4602,,token
Efficient Randomized DCAS,2021,hal-03195692,STOC 2021 - 53rd Annual ACM SIGACT Symposium on Theory of Computing,ACM Symposium on Theory of Computing,STOC,CORE2021,A,4613,,token
Last-Iterate Convergence of Optimistic Gradient Method for Monotone Variational Inequalities,2022,hal-03780329,NeurIPS 2022 - Thirty-sixth Conference on Neural Information Processing Systems,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
Crack-damage quantification based on stochastic optimization of finite element models with data-driven features,2022,hal-03784406,ISMA 2022 - International Conference on Noise and Vibration Engineering,IASTED International Conference on Biomedical Engineering,,ERA2010,A, 903,22,score
Crack-damage quantification based on stochastic optimization of finite element models with data-driven features,2022,hal-03784406,ISMA 2022 - International Conference on Noise and Vibration Engineering,International Conference on Model and Data Engineering,MEDI,CORE2021,C,4605,22,score
There Is No Turning Back: A Self-Supervised Approach for Reversibility-Aware Reinforcement Learning,2021,hal-03454640,Neural Information Processing Systems (2021),Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,20,score
An In-Depth Symbolic Security Analysis of the ACME Standard,2021,hal-03540403,CCS '21: 2021 ACM SIGSAC Conference on Computer and Communications Security,ACM Conference on Computer and Communications Security,CCS,CORE2021,A,4604,,token
SecureJS Compiler: Portable Memory Isolation in JavaScript,2021,hal-03090348,SAC 2021 - 36th ACM/SIGAPP Symposium On Applied Computing,ACM Symposium on Applied Computing,SAC,CORE2021,Multiconference,4601,,token
SecureJS Compiler: Portable Memory Isolation in JavaScript,2021,hal-03090348,SAC 2021 - 36th ACM/SIGAPP Symposium On Applied Computing,Selected Areas in Cryptography,SAC,CORE2021,B,4604,,token
Uplink Transmission Probability Functions for LoRa-Based Direct-to-Satellite IoT: A Case Study,2021,hal-03494140,GLOBECOM 2021 - IEEE Global Communications Conference,IEEE Global Telecommunications Conference,GLOBECOM,CORE2021,B,4606,,token
A Neural Network with Adversarial Loss for Light Field Synthesis from a Single Image,2021,hal-03024210,VISAPP 2021 - 16th International Conference on Computer Vision Theory and Applications,International Conference on Vision Theory and Applications (Joined with GRAPP from 2008),VISAPP,CORE2014,C, 801,,token
Efficient computation of modal Green's kernels with application to helioseismology,2021,hal-03539976,AGU Fall Meeting 2021,AIChE Annual Meeting,,ERA2010,C,   9,14,score
Learning Rate Adaptation by Line Search in Evolution Strategies with Recombination,2022,hal-03644404,GECCO 2022,Genetic and Evolutionary Computations,GECCO,CORE2021,A,4602,,token
LNetReduce: tool for reducing linear dynamic networks with separated time scales,2021,hal-03226633,Computational Methods in Systems Biology,Computational Wind Engineering,,ERA2010,B, 905,20,score
Rethinking deep active learning: Using unlabeled data at model training,2021,hal-02372102,ICPR 2020 - 25th International Conference on Pattern Recognition,International Conference on Pattern Recognition,ICPR,CORE2021,B,4603,,token
Calcium: computing in exact real and complex fields,2021,hal-02986375,ISSAC 2021 - International Symposium on Symbolic and Algebraic Computation,International Symposium on Symbolic and Algebraic Computation,ISSAC,CORE2021,A,4613,,token
From Historical Documents To Social Network Visualization: Potential Pitfalls and Network Modeling,2022,hal-03784532,VIS4DH 2022 - 7th Workshop on Visualization for the Digital Humanities,International Workshop on Visualization for Cyber Security,VizSec,CORE2021,C,4604,34,score
rmftool - A library to Compute (Refined) Mean Field Approximation(s),2021,hal-03485044,TOSME 2021,Mobile Media,MMC,ERA2010,B,1203,9,score
rmftool - A library to Compute (Refined) Mean Field Approximation(s),2021,hal-03485044,TOSME 2021,PACES & ICIL,PI,CORE2018,C,,9,score
Is CADP an Applicable Formal Method?,2021,hal-03485114,AppFM 2021 - 1st International Workshop on Applicable Formal Methods,ACM International Workshop On Multimedia Databases,MMDB,CORE2018,C, 804,33,score
Fixing the Achilles Heel of E-Voting: The Bulletin Board,2021,hal-03488741,CSF 2021 - 34th IEEE Computer Security Foundations Symposium,IEEE Computer Security Foundations Symposium (was CSFW),CSF,CORE2021,A,4604,,token
''Let's Meet and Work it Out'': Understanding and Mitigating Encountered-Type of Haptic Devices Failure Modes in VR,2022,hal-03548113,VR 2022 - IEEE Conference on Virtual Reality,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,CORE2021,A,4607,,token
Data Augmentation with Variational Autoencoders and Manifold Sampling,2021,hal-03180775,"DALI 2021 : 1st MICCAI Workshop on Data Augmentation, Labeling, and Imperfections",Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,4601,,token
"Zone-based verification of timed automata: extrapolations, simulations and what next?",2022,hal-03654350,FORMATS 2022 - 20th International Conference on Formal Modeling and Analysis of Timed Systems,International Conference on Formal Ontology in Information Systems,FOIS,CORE2021,B,4602,42,score
"Zone-based verification of timed automata: extrapolations, simulations and what next?",2022,hal-03654350,FORMATS 2022 - 20th International Conference on Formal Modeling and Analysis of Timed Systems,International Conference on Parallel and Distributed Systems,ICPADS,CORE2021,B,4606,42,score
"Zone-based verification of timed automata: extrapolations, simulations and what next?",2022,hal-03654350,FORMATS 2022 - 20th International Conference on Formal Modeling and Analysis of Timed Systems,International Conference on the Simulation and Synthesis of Living Systems,ALIFE,CORE2021,C,4602,42,score
Longueur lin\'eaire des graphes planaires ext\'erieurs,2022,hal-03655647,AlgoTel 2022 - 24\`emes Rencontres Francophones sur les Aspects Algorithmiques des T\'el\'ecommunications,,,,,,,
The Impact of Removing Head Movements on Audio-visual Speech Enhancement,2022,hal-03551610,"ICASSP 2022 - IEEE International Conference on Acoustics, Speech and Signal Processing","IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,CORE2018,B,,,token
"Swap, Shift and Trim to Edge Collapse a Filtration",2022,hal-03791448,SoCG 2022 - 38th International Symposium on Computational Geometry,International Symposium on Computational Geometry,SoCG,CORE2021,A,4613,,token
SLRL: a simple least remaining lifetime file evicition policy for HPC multi-tier storage systems,2022,hal-03652735,CHEOPS Workshop on Challenges and Oportunities of Efficient and Performant Storage Systems at EuroSys 2022 - Seventeenth European Conference on Computer Systems,,,,,,,
Ontology as manifold: towards symbolic and numerical artificial embedding,2022,hal-03550354,Workshop on VSA and hyperdimensional computing - Winter 2022 session,Workshop on Power Aware Computing and Systems,HotPower,CORE2018,B, 803,37,score
Brain Functional Connectivity Estimation,2021,hal-03867444,Brain Connectivity Networks: Quality and Reproducibility - Satellite of the Conference on Complex Systems 2021,,,,,,,
Compensate multiple distortions for speaker recognition systems,2021,hal-03224675,EUSIPCO 2021 - 29th European Signal Processing Conference,European Signal Processing Conference,EUSIPCO,CORE2018,B,1006,,token
GRADES: Gradient Descent for Similarity Caching,2021,hal-03484133,INFOCOM 2021 - IEEE International Conference on Computer Communications,IEEE International Conference on Computer Communications,INFOCOM,CORE2021,A,4606,,token
A performance-oriented comparative study of the Chapel high-productivity language to conventional programming environments,2022,hal-03629798,13th International Workshop on Programming Models and Applications for Multicores and Manycores (PMAM'22),International Workshop on Modelling and Visualization of XML and Semantic Web Data,MOVIX,CORE2018,C, 804,50,score
Offline Reinforcement Learning with Pseudometric Learning,2021,hal-03468847,ICML 2021 - 38th International Conference on Machine Learning,International Conference on Machine Learning,ICML,CORE2021,A,4611,,token
Image Similarity based Data Reduction Technique in Wireless Video Sensor Networks for Smart Agriculture,2021,hal-03145329,AINA 2021 - 35th International Conference on Advanced Information Networking and Applications,International Conference on Advanced Information Networking and Applications (was ICOIN),AINA,CORE2021,B,4606,,token
Stabilization of Discrete-Time Piecewise Affine Systems in Implicit Representation,2021,hal-03487907,CDC 2021 60th IEEE Conference on Decision and Control,IEEE Conference on Decision and Control,CDC,CORE2018,A,1005,,token
Handling Correlations in Random Forests: which Impacts on Variable Importance and Model Interpretability?,2021,hal-03483385,ESANN,European Symposium on Artificial Neural Networks,ESANN,CORE2021,B,4611,,token
Flow and density estimation in Grenoble using real data,2021,hal-03225207,ITISE 2021 - 7th International conference on Time Series and Forecasting,JSME/ASME International Conference on Materials and Processing,,ERA2010,A, 910,26,score
Forensics Through Stega Glasses: the Case of Adversarial Images,2021,hal-03047954,ICPR-MMForWILD 2020 - Workshop MultiMedia FORensics in the WILD,International Conference on Pattern Recognition,ICPR,CORE2021,B,4603,,token
Uncertainty propagation in subspace methods for operational modal analysis under misspecified model orders,2022,hal-03784395,ISMA 2022 - International Conference on Noise and Vibration Engineering,IASTED International Conference on Biomedical Engineering,,ERA2010,A, 903,22,score
Uncertainty propagation in subspace methods for operational modal analysis under misspecified model orders,2022,hal-03784395,ISMA 2022 - International Conference on Noise and Vibration Engineering,International Conference on Model and Data Engineering,MEDI,CORE2021,C,4605,22,score
GraphCite: Citation Intent Classification in Scientific Publications via Graph Embeddings,2022,hal-03648498,"2nd International Workshop on Scientific Knowledge: Representation, Discovery, and Assessment",International Workshop on Knowledge Discovery from Data Streams,IWKDDS,CORE2018,C, 801,44,score
Encoding Type Universes Without Using Matching Modulo Associativity and Commutativity,2022,hal-03708036,FSCD 2022 - 7th International Conference on Formal Structures for Computation and Deduction,International Conference on Formal Structures for Computation and Deduction,FSCD,CORE2021,unrankedNEW,4613,,token
Faster Algorithms for Longest Common Substring,2021,hal-03498345,ESA 2021 - 29th Annual European Symposium on Algorithms,European Symposium on Algorithms,ESA,CORE2021,A,4613,,token
Une version Maker-Breaker du jeu du plus grand sous-graphe connexe,2022,hal-03648321,AlgoTel 2022 - 24\`emes Rencontres Francophones sur les Aspects Algorithmiques des T\'el\'ecommunications,,,,,,,
Effectiveness of Attitude Estimation Processing Approaches in Tolerating Radiation Soft Errors,2022,hal-03688756,RADECS 2022 - Conference on Radiation Effects on Components and Systems,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,33,score
EP-Net 2.0: Out-of-Domain Generalisation for Deep Learning Models of Cardiac Electrophysiology,2021,hal-03369201,FIMH 2021 - 11th International Conference on Functional Imaging and Modeling of the Heart,"IASTED International Conference on Visualization, Imaging, and Image Processing",VIIP,CORE2014,C,,42,score
Corpus-based Language Universals Analysis using Universal Dependencies,2022,hal-03501774,SyntaxFest Quasy 2021 - Quantitative Syntax,Designing Interactive Systems,DIS,CORE2021,A,4608,30,score
Comparaci\'on de algoritmos de acoplamiento velocidad-presi\'on para problem\'as no estacionarios del flujo alrededor de un cilindro circular,2022,hal-03851685,2022 IEEE Biennial Congress of Argentina (ARGENCON),International Congress of Mathematicians,ICM,CORE2018,C, 802,28,score
L'apport combin\'e de deux algorithmes d'IA \`a l'optimisation des parcours d'apprentissage dans le projet Adaptiv'Math,2021,hal-03625573,47\`eme colloque de la COPIRELEM,FIRA Robot World Congress,FIRA,CORE2018,C, 910,22,score
L'apport combin\'e de deux algorithmes d'IA \`a l'optimisation des parcours d'apprentissage dans le projet Adaptiv'Math,2021,hal-03625573,47\`eme colloque de la COPIRELEM,SAE World Congress,,ERA2010,B, 902,22,score
L'apport combin\'e de deux algorithmes d'IA \`a l'optimisation des parcours d'apprentissage dans le projet Adaptiv'Math,2021,hal-03625573,47\`eme colloque de la COPIRELEM,World Computer Congress,WCC,CORE2018,C,   8,22,score
Efficient CCA Timed Commitments in Class Groups,2021,hal-03466495,CCS 2021 - ACM SIGSAC Conference on Computer and Communications Security,ACM Conference on Computer and Communications Security,CCS,CORE2021,A,4604,,token
Integrating Machine Learning Model Ensembles to the SAVIME Database System,2022,lirmm-03850420,SBBD 2022 - Brazilian Symposium on Databases,Brazilian Symposium on Databases,SBBD,ERA2010,C, 804,,token
An inquisitive account of wh-questions through event semantics,2021,hal-03541222,LACL 2021 - Logical Aspects of Computational Linguistics,Association of Computational Linguistics,ACL,CORE2021,A,4602,22,score
Efficient Incremental Computation of Aggregations over Sliding Windows,2021,lirmm-03468587,"BDA 2021 - 37e Conf\'erence sur la Gestion de Donn\'ees - Principes, Technologies et Applications","International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,CORE2021,C,4606,48,score
Dynamic Data Race Detection for MPI-RMA Programs,2021,hal-03374614,EuroMPI 2021 - European MPI Users's Group Meeting,European MPI Users' Group Conference,EuroMPI,CORE2021,C,4606,24,score
Assessment of Attitude Estimation Processing System under Neutron Radiation Effects,2021,hal-03375701,RADECS 2021 - Conference on Radiation Effects on Components and Systems,International Conference on Human Factors in Computing Systems,CHI,CORE2021,A,4608,33,score
Symbolic-Numeric Factorization of Differential Operators,2022,hal-03580658,ISSAC '22,International Symposium on Symbolic and Algebraic Computation,ISSAC,CORE2021,A,4613,,token
QRS Slopes for Potassium and Calcium Monitoring in End-Stage Renal Disease Patients,2021,hal-03452385,Computing in Cardiology 2021 - 48th Computing in Cardiology Conference,Computing in Civil Engineering and Building International Conference,ICCCBE,ERA2010,C, 905,35,score
Centrality-Based Eventual Leader Election in Dynamic Networks,2021,hal-03452072,NCA 2021 - 20th IEEE International Symposium on Network Computing and Applications,IEEE International Symposium on Network Computing and Applications,NCA,CORE2021,B,4606,,token
Apport du Transfer Learning pour la segmentation automatique de l\'esions c\'er\'ebrales radio-induites chez des patients atteints de glioblastome \`a partir d'un nombre restreint d'IRMs annot\'ees,2021,hal-03505861,Journ\'ees de biostatistique 2021 du GDR `` Statistiques \& Sant\'e '',International Geostatistics Congress,,ERA2010,A, 914,50,score
Apport du Transfer Learning pour la segmentation automatique de l\'esions c\'er\'ebrales radio-induites chez des patients atteints de glioblastome \`a partir d'un nombre restreint d'IRMs annot\'ees,2021,hal-03505861,Journ\'ees de biostatistique 2021 du GDR `` Statistiques \& Sant\'e '',Traitement Automatique des Langues Naturelles,TALN,ERA2010,C, 802,50,score
Apport du Transfer Learning pour la segmentation automatique de l\'esions c\'er\'ebrales radio-induites chez des patients atteints de glioblastome \`a partir d'un nombre restreint d'IRMs annot\'ees,2021,hal-03505861,Journ\'ees de biostatistique 2021 du GDR `` Statistiques \& Sant\'e '',Workshop on Distributed Algorithms (DISC since 1998),WDAG,CORE2014,B,,50,score
TrichTrack: Multi-Object Tracking of Small-Scale Trichogramma Wasps,2021,hal-03555579,AVSS 2021 - 17th IEEE International Conference on Advanced Video and Signal-based Surveillance,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,CORE2021,B,4603,,token
Deploying Heterogeneity-aware Deep Learning Workloads on the Computing Continuum,2021,hal-03338520,"BDA 2021 - 37e Conf\'erence sur la Gestion de Donn\'ees - Principes, Technologies et Applications","International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,CORE2021,C,4606,48,score
Estimation of the tail-index and extreme quantiles from a mixture of heavy-tailed distributions,2021,hal-03235031,RESIM 2021 - 13th International Workshop on Rare-Event Simulation,International Workshop on Global Optimization,GO,CORE2018,C, 802,30,score
Estimation of the tail-index and extreme quantiles from a mixture of heavy-tailed distributions,2021,hal-03235031,RESIM 2021 - 13th International Workshop on Rare-Event Simulation,International Workshop on MultiAgent Based Simulation,MABS,CORE2021,C,4602,30,score
"Explicit expressions for M^k for k = 2,3,4,etc.and exp(Mt), for certain matrices M",2021,hal-03508743,JMM 2021 - Joint Mathematics Meeting,Joint AUPEC & EECON,PECCON,CORE2018,C,,22,score
"Explicit expressions for M^k for k = 2,3,4,etc.and exp(Mt), for certain matrices M",2021,hal-03508743,JMM 2021 - Joint Mathematics Meeting,UK e-Science All Hands Meeting,UK eScience,ERA2010,C, 805,22,score
A reduced parallel transport equation on Lie Groups with a left-invariant metric,2021,hal-03154318,GSI 2021 - 5th conference on Geometric Science of Information,The Conference on visualization of information,SEE,CORE2018,C, 801,26,score
Language Conditioned Spatial Relation Reasoning for 3D Object Grounding,2022,hal-03890174,NeurIPS 2022 - 36th Conference on Neural Information Processing Systems,Advances in Neural Information Processing Systems (was NIPS),NeurIPS,CORE2021,A,4611,,token
"Phobos, Possible Refueling Station for a Single Stage to Orbit Vehicle",2021,hal-03365990,IAC 2021 - 72nd International Astronautical Congress,International Corrosion Congress,,ERA2010,A, 913,25,score
"Phobos, Possible Refueling Station for a Single Stage to Orbit Vehicle",2021,hal-03365990,IAC 2021 - 72nd International Astronautical Congress,International Fatigue Congress,,ERA2010,A, 901,25,score
"Phobos, Possible Refueling Station for a Single Stage to Orbit Vehicle",2021,hal-03365990,IAC 2021 - 72nd International Astronautical Congress,International Ferroalloy Congress,,ERA2010,A, 914,25,score
"Phobos, Possible Refueling Station for a Single Stage to Orbit Vehicle",2021,hal-03365990,IAC 2021 - 72nd International Astronautical Congress,International Geostatistics Congress,,ERA2010,A, 914,25,score
"Phobos, Possible Refueling Station for a Single Stage to Orbit Vehicle",2021,hal-03365990,IAC 2021 - 72nd International Astronautical Congress,International Teletraffic Congress,ITC,CORE2021,Unranked,4606,25,score
Complete and tractable machine-independent characterizations of second-order polytime,2022,hal-03722245,FoSSaCS 2022 - 25th International Conference on Foundations of Software Science and Computation Structures,Foundations of Software Science and Computational Structures,FOSSACS,CORE2021,A,4613,,token
A positivity-preserving scheme for the aircraft icing droplet equations within SU2,2021,hal-03434891,CFDSC2021 - 29th Annual Conference of the Computational Fluid Dynamics Society of Canada,International Conference on Computational Engineering Science,ICES,CORE2018,C, 802,47,score
The Effect of Increased Body Motion in Virtual Reality on a Placement-Retrieval Task,2021,hal-03368978,VRST 2021 - 27th ACM Symposium on Virtual Reality Software and Technology,ACM Virtual Reality Software and Technology,VRST,CORE2021,A,4607,,token
VICReg: Variance-Invariance-Covariance Regularization For Self-Supervised Learning,2022,hal-03541297,ICLR 2022 - International Conference on Learning Representations,International Conference on Learning Representations,ICLR,CORE2021,A,4611,,token
Influence of Communication Technologies in Smart Grid Power Congestion Management,2022,hal-03711670,GreenCom-2022 - 18th IEEE International Conference on Green Computing and Communications,IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2021,A,4608,28,score
A comparison study on patient-psychologist voice diarization,2022,hal-03831674,SLPAT 2022 - 9th Workshop on Speech and Language Processing for Assistive Technologies,International Workshop on C# and .NET Technologies,C,CORE2018,C, 803,49,score
An Effective Urban Flood Model Accounting for Street-Building Exchanges,2021,hal-03520964,Simhydro 2021 - 6th International Conference Models for complex and global water issues - Practices and expectations.,,,,,,,
Baseline Systems for the First Spoofing-Aware Speaker Verification Challenge: Score and Embedding Fusion,2022,hal-03652819,Odyssey 2022 - The Speaker and Language Recognition Workshop,European Natural Language Generation Workshop,EuroNLG,CORE2018,B, 806,30,score
